Metadata_platename,Metadata_platenum,Metadata_well,Count_Nuclei,hc_Count_Nuclei_normalized,hc_Count_Nuclei_z_score,Row,Col,Compound Plate #,Chemical.Name,Treatments,Positive.control
MRMTRP20,12314,A04,258.5,188.695,-1.806,A,4,20,DMSO,EtBr,no
MRMTRP12,12302,P07,258.5,18.531,-3.093,P,7,12,BCC0040938,DRUG,no
MRMTRP08,12298,M16,258.5,10.57,-3.153,M,16,8,BCC0098156,DRUG,no
MRMTRP37,12334,H02,259,592.57,1.249,H,2,37,PAC,EtBr,no
MRMTRP24,12399,J01,259,479.945,0.397,J,1,24,DMSO,DMSO,no
MRMTRP26,12319,H01,259,479.875,0.396,H,1,26,PAC,DMSO,no
MRMTRP30,12327,K06,259,456.844,0.222,K,6,30,BCC0045382,DRUG,no
MRMTRP32,12329,M24,259,440.313,0.097,M,24,32,BCC0073896,DRUG,no
MRMTRP29,12322,O20,259,434.172,0.051,O,20,29,BCC0088089,DRUG,no
MRMTRP26,12319,D02,259,427.875,0.003,D,2,26,STS,EtBr,no
MRMTRP33,12330,F07,259,424.695,-0.021,F,7,33,BCC0042291,DRUG,no
MRMTRP1uM03,12387,O18,259,416.938,-0.08,O,18,3,Felodipine,DRUG,no
MRMTRP1uM04,12389,P05,259,413.367,-0.107,P,5,4,Iopromide,DRUG,no
MRMTRP10uM03,12388,H16,259,408.953,-0.14,H,16,3,Temozolomide,DRUG,no
MRMTRP33,12330,P19,259,393.953,-0.253,P,19,33,BCC0077855,DRUG,no
MRMTRP1uM02,12385,N09,259,387.055,-0.306,N,9,2,Oxymetazoline hydrochloride,DRUG,no
MRMTRP20,12314,G20,259,385.859,-0.315,G,20,20,BCC0065736,DRUG,no
MRMTRP30,12327,L09,259,383.43,-0.333,L,9,30,BCC0058574,DRUG,no
MRMTRP10uM05,12392,N12,259,359.305,-0.515,N,12,5,Ampiroxicam,DRUG,no
MRMTRP10uM02,12386,G13,259,285.656,-1.072,G,13,2,Troleandomycin,DRUG,no
MRMTRP16,12311,F05,259,280.797,-1.109,F,5,16,BCC0039785,DRUG,no
MRMTRP1uM02,12385,H10,259,245.57,-1.376,H,10,2,Prednisolone,DRUG,no
MRMTRP43,12382,C01,259,128.18,-2.263,C,1,43,STS,DMSO,no
MRMTRP1uM05,12391,K04,259.5,542.25,0.868,K,4,5,STS,EtBr,no
MRMTRP1uM04,12389,F05,259.5,448.227,0.157,F,5,4,Clidinium bromide,DRUG,no
MRMTRP16,12311,J10,259.5,430.211,0.021,J,10,16,BCC0006835,DRUG,no
MRMTRP37,12334,F21,259.5,428.016,0.004,F,21,37,BCC0067732,DRUG,no
MRMTRP10uM02,12386,F12,259.5,401.266,-0.198,F,12,2,Dimenhydrinate,DRUG,no
MRMTRP33,12330,C04,259.5,392.578,-0.264,C,4,33,STS,EtBr,no
MRMTRP36,12333,H14,259.5,389.633,-0.286,H,14,36,BCC0102607,DRUG,no
MRMTRP24,12399,I16,259.5,389.133,-0.29,I,16,24,BCC0038716,DRUG,no
MRMTRP16,12311,I14,259.5,366.992,-0.457,I,14,16,BCC0041999,DRUG,no
MRMTRP09,12299,A04,259.5,294.477,-1.006,A,4,9,DMSO,EtBr,no
MRMTRP36,12333,D08,259.5,275.891,-1.146,D,8,36,BCC0100563,DRUG,no
MRMTRP17,12398,J13,259.5,273.164,-1.167,J,13,17,BCC0094881,DRUG,no
MRMTRP37,12334,E08,259.5,210,-1.645,E,8,37,BCC0006501,DRUG,no
MRMTRP23,12317,N02,260,636.141,1.578,N,2,23,DMSO,EtBr,no
MRMTRP11,12301,J02,260,522.234,0.717,J,2,11,DMSO,EtBr,no
MRMTRP22,12316,L24,260,487,0.45,L,24,22,BCC0029856,DRUG,no
MRMTRP32,12329,C04,260,426.359,-0.008,C,4,32,STS,EtBr,no
MRMTRP30,12327,M16,260,405.008,-0.17,M,16,30,BCC0060247,DRUG,no
MRMTRP41,12401,M16,260,387.164,-0.305,M,16,41,BCC0081338,DRUG,no
MRMTRP24,12399,F03,260,338.969,-0.669,F,3,24,DMSO,DMSO,no
MRMTRP19,12313,K16,260,291.07,-1.031,K,16,19,BCC0033372,DRUG,no
MRMTRP15,12304,N17,260,265.813,-1.222,N,17,15,BCC0032248,DRUG,no
MRMTRP35,12332,O02,260,199.641,-1.723,O,2,35,PAC,EtBr,no
MRMTRP1uM04,12389,F04,260.5,619.813,1.455,F,4,4,DMSO,EtBr,no
MRMTRP10uM05,12392,K22,260.5,566.953,1.055,K,22,5,Toltrazuril,DRUG,no
MRMTRP36,12333,K23,260.5,490.531,0.477,K,23,36,BCC0055891,DRUG,no
MRMTRP31,12328,D09,260.5,426.422,-0.008,D,9,31,BCC0064231,DRUG,no
MRMTRP1uM03,12387,D19,260.5,424.125,-0.025,D,19,3,Propafenone hydrochloride,DRUG,no
MRMTRP34,12331,N20,260.5,424.047,-0.026,N,20,34,BCC0031217,DRUG,no
MRMTRP10,12300,J01,260.5,416.195,-0.085,J,1,10,DMSO,DMSO,no
MRMTRP35,12332,D09,260.5,394.922,-0.246,D,9,35,BCC0045983,DRUG,no
MRMTRP43,12382,K04,260.5,358.492,-0.522,K,4,43,STS,EtBr,no
MRMTRP28,12321,H21,260.5,316.844,-0.837,H,21,28,BCC0031339,DRUG,no
MRMTRP25,12318,F17,260.5,201.797,-1.707,F,17,25,BCC0089847,DRUG,no
MRMTRP09,12299,K04,261,541.883,0.865,K,4,9,STS,EtBr,no
MRMTRP21,12315,J22,261,518.391,0.688,J,22,21,,DRUG,no
MRMTRP34,12331,L01,261,444.25,0.127,L,1,34,STS,DMSO,no
MRMTRP42,12381,L02,261,441.602,0.107,L,2,42,STS,EtBr,no
MRMTRP30,12327,N02,261,430.695,0.025,N,2,30,DMSO,EtBr,no
MRMTRP10uM04,12390,J19,261,427.016,-0.003,J,19,4,Clinafloxacin,DRUG,no
MRMTRP34,12331,D17,261,391.391,-0.273,D,17,34,BCC0100872,DRUG,no
MRMTRP40,12336,O02,261,382.109,-0.343,O,2,40,PAC,EtBr,no
MRMTRP16,12311,O20,261,367.523,-0.453,O,20,16,BCC0045873,DRUG,no
MRMTRP1uM02,12385,K15,261,355.992,-0.54,K,15,2,Benoxinate hydrochloride,DRUG,no
MRMTRP16,12311,P02,261,346.258,-0.614,P,2,16,PAC,EtBr,no
MRMTRP35,12332,H03,261,344.039,-0.631,H,3,35,PAC,DMSO,no
MRMTRP20,12314,N02,261,337.633,-0.679,N,2,20,DMSO,EtBr,no
MRMTRP36,12333,N16,261,255.688,-1.299,N,16,36,BCC0052921,DRUG,no
MRMTRP37,12334,M18,261,238.031,-1.433,M,18,37,BCC0039433,DRUG,no
MRMTRP1uM04,12389,K01,261.5,547.969,0.911,K,1,4,STS,DMSO,no
MRMTRP32,12329,I16,261.5,448.211,0.157,I,16,32,BCC0081973,DRUG,no
MRMTRP38,12335,L01,261.5,446.555,0.144,L,1,38,STS,DMSO,no
MRMTRP27,12320,G01,261.5,416.477,-0.083,G,1,27,PAC,DMSO,no
MRMTRP34,12331,I15,261.5,400.125,-0.207,I,15,34,BCC0114350,DRUG,no
MRMTRP10,12300,L04,261.5,364.734,-0.474,L,4,10,STS,EtBr,no
MRMTRP37,12334,O01,261.5,270.258,-1.189,O,1,37,PAC,DMSO,no
MRMTRP20,12314,K06,261.5,217.898,-1.585,K,6,20,BCC0032508,DRUG,no
MRMTRP38,12335,L17,261.5,212.898,-1.623,L,17,38,BCC0094715,DRUG,no
MRMTRP22,12316,H03,261.5,194.391,-1.763,H,3,22,PAC,DMSO,no
MRMTRP11,12301,E10,261.5,78.75,-2.637,E,10,11,BCC0006369,DRUG,no
MRMTRP27,12320,L22,262,626.852,1.508,L,22,27,BCC0044848,DRUG,no
MRMTRP10uM03,12388,I21,262,481.586,0.409,I,21,3,Benzbromarone,DRUG,no
MRMTRP31,12328,I19,262,457.023,0.224,I,19,31,BCC0050168,DRUG,no
MRMTRP37,12334,K02,262,442.227,0.112,K,2,37,STS,EtBr,no
MRMTRP34,12331,K24,262,438.211,0.081,K,24,34,BCC0090964,DRUG,no
MRMTRP10,12300,H21,262,426.266,-0.009,H,21,10,BCC0052419,DRUG,no
MRMTRP10uM04,12390,F19,262,383.125,-0.335,F,19,4,Dimethadione,DRUG,no
MRMTRP30,12327,I12,262,375.43,-0.393,I,12,30,BCC0049995,DRUG,no
MRMTRP29,12322,N22,262,349.445,-0.59,N,22,29,BCC0079434,DRUG,no
MRMTRP38,12335,A24,262,347.406,-0.605,A,24,38,BCC0098332,DRUG,no
MRMTRP10uM05,12392,E01,262,340.422,-0.658,E,1,5,DMSO,DMSO,no
MRMTRP10uM03,12388,M19,262,337.313,-0.682,M,19,3,Ketoconazole,DRUG,no
MRMTRP10uM03,12388,O16,262,335.281,-0.697,O,16,3,Progesterone,DRUG,no
MRMTRP36,12333,N18,262,320.742,-0.807,N,18,36,BCC0069117,DRUG,no
MRMTRP11,12301,C17,262,283.906,-1.086,C,17,11,BCC0046739,DRUG,no
MRMTRP37,12334,K03,262,243.289,-1.393,K,3,37,STS,DMSO,no
MRMTRP21,12315,B24,262,175.281,-1.907,B,24,21,,DRUG,no
MRMTRP12,12302,O01,262,113.602,-2.374,O,1,12,PAC,DMSO,no
MRMTRP10uM02,12386,O06,262,105.305,-2.436,O,6,2,Chloroxine,DRUG,no
MRMTRP21,12315,A04,262,-12.258,-3.326,A,4,21,DMSO,EtBr,no
MRMTRP19,12313,M24,262.5,592.813,1.251,M,24,19,BCC0063405,DRUG,no
MRMTRP30,12327,K24,262.5,512.805,0.646,K,24,30,BCC0092242,DRUG,no
MRMTRP24,12399,N02,262.5,497.656,0.531,N,2,24,DMSO,EtBr,no
MRMTRP38,12335,I02,262.5,490.969,0.48,I,2,38,DMSO,EtBr,no
MRMTRP1uM05,12391,F21,262.5,489.633,0.47,F,21,5,Fluconazole,DRUG,no
MRMTRP1uM02,12385,H19,262.5,445.055,0.133,H,19,2,Prilocaine hydrochloride,DRUG,no
MRMTRP11,12301,J04,262.5,431.523,0.031,J,4,11,DMSO,EtBr,no
MRMTRP1uM05,12391,K03,262.5,403.617,-0.18,K,3,5,STS,DMSO,no
MRMTRP28,12321,J21,262.5,399.828,-0.209,J,21,28,BCC0087785,DRUG,no
MRMTRP10uM03,12388,P21,262.5,399.602,-0.211,P,21,3,Prenylamine lactate,DRUG,no
MRMTRP34,12331,K21,262.5,392.656,-0.263,K,21,34,BCC0106750,DRUG,no
MRMTRP41,12401,I15,262.5,388.023,-0.298,I,15,41,BCC0063292,DRUG,no
MRMTRP12,12302,H13,262.5,376.648,-0.384,H,13,12,BCC0037148,DRUG,no
MRMTRP36,12333,C19,262.5,352.195,-0.569,C,19,36,BCC0088229,DRUG,no
MRMTRP10uM05,12392,H15,262.5,329.313,-0.742,H,15,5,Olopatadine hydrochloride,DRUG,no
MRMTRP06,12296,I21,262.5,320.43,-0.809,I,21,6,BCC0036280,DRUG,no
MRMTRP41,12401,A03,262.5,317.961,-0.828,A,3,41,DMSO,DMSO,no
MRMTRP38,12335,C02,262.5,312,-0.873,C,2,38,STS,EtBr,no
MRMTRP10uM05,12392,N06,262.5,243.766,-1.389,N,6,5,Loteprednol etabonate,DRUG,no
MRMTRP10,12300,C18,262.5,201.438,-1.709,C,18,10,BCC0090680,DRUG,no
MRMTRP23,12317,M19,262.5,86.203,-2.581,M,19,23,BCC0051822,DRUG,no
MRMTRP10uM03,12388,K23,263,605.82,1.349,K,23,3,Ketotifen fumarate,DRUG,no
MRMTRP18,12312,F01,263,538.438,0.839,F,1,18,DMSO,DMSO,no
MRMTRP1uM03,12387,N08,263,510.359,0.627,N,8,3,Pyridoxine hydrochloride,DRUG,no
MRMTRP39,12400,I01,263,448.547,0.16,I,1,39,DMSO,DMSO,no
MRMTRP35,12332,J08,263,429.531,0.016,J,8,35,BCC0098572,DRUG,no
MRMTRP34,12331,F14,263,429.313,0.014,F,14,34,BCC0071622,DRUG,no
MRMTRP27,12320,L16,263,417.594,-0.075,L,16,27,BCC0072943,DRUG,no
MRMTRP12,12302,F13,263,352.445,-0.567,F,13,12,BCC0037572,DRUG,no
MRMTRP1uM01,12383,F14,263,287.188,-1.061,F,14,1,Empty,DRUG,no
MRMTRP24,12399,L11,263,282.641,-1.095,L,11,24,BCC0056438,DRUG,no
MRMTRP36,12333,D07,263,246.945,-1.365,D,7,36,BCC0060425,DRUG,no
MRMTRP29,12322,J15,263,242.461,-1.399,J,15,29,BCC0045751,DRUG,no
MRMTRP22,12316,O18,263,134.422,-2.216,O,18,22,BCC0050451,DRUG,no
MRMTRP30,12327,E23,263.5,585.555,1.196,E,23,30,BCC0081998,DRUG,no
MRMTRP17,12398,D23,263.5,433.07,0.042,D,23,17,BCC0052855,DRUG,no
MRMTRP17,12398,M19,263.5,427.711,0.002,M,19,17,BCC0069037,DRUG,no
MRMTRP28,12321,O01,263.5,426.391,-0.008,O,1,28,PAC,DMSO,no
MRMTRP30,12327,E11,263.5,425.141,-0.017,E,11,30,BCC0050332,DRUG,no
MRMTRP23,12317,N14,263.5,425.102,-0.018,N,14,23,BCC0093805,DRUG,no
MRMTRP16,12311,J21,263.5,415.367,-0.091,J,21,16,BCC0035725,DRUG,no
MRMTRP33,12330,K14,263.5,381.961,-0.344,K,14,33,BCC0068433,DRUG,no
MRMTRP34,12331,F13,263.5,380.648,-0.354,F,13,34,BCC0061448,DRUG,no
MRMTRP39,12400,H10,263.5,352.875,-0.564,H,10,39,BCC0039211,DRUG,no
MRMTRP32,12329,K02,264,494.898,0.51,K,2,32,STS,EtBr,no
MRMTRP1uM03,12387,F17,264,458.773,0.237,F,17,3,Acenocoumarol,DRUG,no
MRMTRP11,12301,K01,264,410.703,-0.127,K,1,11,STS,DMSO,no
MRMTRP18,12312,M01,264,407.563,-0.15,M,1,18,DMSO,DMSO,no
MRMTRP26,12319,A02,264,384.328,-0.326,A,2,26,DMSO,EtBr,no
MRMTRP37,12334,L18,264,381.922,-0.344,L,18,37,BCC0090286,DRUG,no
MRMTRP41,12401,N12,264,342.672,-0.641,N,12,41,BCC0087573,DRUG,no
MRMTRP22,12316,B23,264,235.539,-1.451,B,23,22,BCC0029890,DRUG,no
MRMTRP38,12335,L09,264,233.961,-1.463,L,9,38,BCC0080114,DRUG,no
MRMTRP23,12317,K12,264,225.5,-1.527,K,12,23,BCC0085077,DRUG,no
MRMTRP41,12401,F01,264.5,533.016,0.798,F,1,41,DMSO,DMSO,no
MRMTRP08,12298,J21,264.5,439.648,0.092,J,21,8,BCC0030965,DRUG,no
MRMTRP31,12328,I17,264.5,438.016,0.08,I,17,31,BCC0035448,DRUG,no
MRMTRP1uM03,12387,F09,264.5,417.117,-0.078,F,9,3,Etifenin,DRUG,no
MRMTRP37,12334,J09,264.5,379.383,-0.364,J,9,37,BCC0103697,DRUG,no
MRMTRP1uM01,12383,L17,264.5,367.086,-0.457,L,17,1,Empty,DRUG,no
MRMTRP12,12302,D06,264.5,356.508,-0.537,D,6,12,BCC0051839,DRUG,no
MRMTRP39,12400,E02,264.5,295.211,-1,E,2,39,DMSO,EtBr,no
MRMTRP08,12298,D23,264.5,278.977,-1.123,D,23,8,BCC0065725,DRUG,no
MRMTRP38,12335,B23,264.5,267.734,-1.208,B,23,38,BCC0084428,DRUG,no
MRMTRP39,12400,O01,264.5,246.078,-1.372,O,1,39,PAC,DMSO,no
MRMTRP25,12318,J17,264.5,167.766,-1.964,J,17,25,BCC0066114,DRUG,no
MRMTRP43,12382,P06,264.5,-1.758,-3.246,P,6,43,BCC0073598,DRUG,no
MRMTRP39,12400,F24,265,607.477,1.362,F,24,39,BCC0107866,DRUG,no
MRMTRP12,12302,L04,265,513.047,0.647,L,4,12,STS,EtBr,no
MRMTRP41,12401,I20,265,481.875,0.412,I,20,41,BCC0096110,DRUG,no
MRMTRP40,12336,J17,265,474.023,0.352,J,17,40,BCC0050365,DRUG,no
MRMTRP10uM01,12384,L04,265,459.109,0.239,L,4,1,STS,EtBr,no
MRMTRP34,12331,H16,265,443.023,0.118,H,16,34,BCC0091297,DRUG,no
MRMTRP29,12322,G23,265,425.5,-0.015,G,23,29,BCC0033761,DRUG,no
MRMTRP1uM02,12385,D22,265,422.078,-0.041,D,22,2,Praziquantel,DRUG,no
MRMTRP21,12315,P21,265,329.125,-0.744,P,21,21,,DRUG,no
MRMTRP27,12320,O04,265,303.688,-0.936,O,4,27,PAC,EtBr,no
MRMTRP28,12321,K08,265,-24.055,-3.415,K,8,28,BCC0034461,DRUG,no
MRMTRP19,12313,G02,265.5,531.711,0.788,G,2,19,PAC,EtBr,no
MRMTRP11,12301,F02,265.5,531.234,0.785,F,2,11,DMSO,EtBr,no
MRMTRP12,12302,H06,265.5,514.68,0.66,H,6,12,BCC0039203,DRUG,no
MRMTRP30,12327,I06,265.5,477.719,0.38,I,6,30,BCC0045928,DRUG,no
MRMTRP09,12299,L23,265.5,475.766,0.365,L,23,9,BCC0032706,DRUG,no
MRMTRP10uM03,12388,H18,265.5,466.078,0.292,H,18,3,Xylazine,DRUG,no
MRMTRP10uM04,12390,K04,265.5,423.422,-0.03,K,4,4,STS,EtBr,no
MRMTRP30,12327,F15,265.5,404.766,-0.172,F,15,30,BCC0040002,DRUG,no
MRMTRP20,12314,P16,265.5,315.398,-0.847,P,16,20,BCC0031257,DRUG,no
MRMTRP12,12302,J23,265.5,305.563,-0.922,J,23,12,BCC0029606,DRUG,no
MRMTRP12,12302,G09,265.5,230.563,-1.489,G,9,12,BCC0033554,DRUG,no
MRMTRP26,12319,G23,265.5,178.43,-1.883,G,23,26,BCC0050773,DRUG,no
MRMTRP23,12317,G14,265.5,177.523,-1.89,G,14,23,BCC0046065,DRUG,no
MRMTRP43,12382,E22,265.5,42.281,-2.913,E,22,43,BCC0042248,DRUG,no
MRMTRP33,12330,D19,266,509.188,0.618,D,19,33,BCC0077732,DRUG,no
MRMTRP43,12382,P24,266,418.344,-0.069,P,24,43,BCC0045249,DRUG,no
MRMTRP24,12399,N21,266,387.273,-0.304,N,21,24,BCC0044465,DRUG,no
MRMTRP10uM05,12392,J17,266,368.742,-0.444,J,17,5,Clarithromycin,DRUG,no
MRMTRP12,12302,M17,266,251.047,-1.334,M,17,12,BCC0065668,DRUG,no
MRMTRP29,12322,M16,266,213.609,-1.617,M,16,29,BCC0099850,DRUG,no
MRMTRP08,12298,E16,266,37.883,-2.946,E,16,8,BCC0046034,DRUG,no
MRMTRP1uM01,12383,F02,266.5,652.922,1.705,F,2,1,DMSO,EtBr,no
MRMTRP34,12331,H24,266.5,591.664,1.242,H,24,34,BCC0071685,DRUG,no
MRMTRP14,12397,I19,266.5,527.469,0.756,I,19,14,BCC0052065,DRUG,no
MRMTRP10,12300,I15,266.5,516.969,0.677,I,15,10,BCC0049323,DRUG,no
MRMTRP26,12319,J03,266.5,496.258,0.52,J,3,26,DMSO,DMSO,no
MRMTRP18,12312,F02,266.5,479.18,0.391,F,2,18,DMSO,EtBr,no
MRMTRP1uM03,12387,H18,266.5,472.375,0.34,H,18,3,Xylazine,DRUG,no
MRMTRP1uM03,12387,D18,266.5,456.297,0.218,D,18,3,Ropinirole hydrochloride,DRUG,no
MRMTRP16,12311,F08,266.5,454.867,0.207,F,8,16,BCC0082982,DRUG,no
MRMTRP40,12336,E17,266.5,434.992,0.057,E,17,40,BCC0046752,DRUG,no
MRMTRP28,12321,P02,266.5,431.492,0.031,P,2,28,PAC,EtBr,no
MRMTRP10uM02,12386,F18,266.5,429.789,0.018,F,18,2,Vinpocetine,DRUG,no
MRMTRP18,12312,L15,266.5,428.445,0.008,L,15,18,BCC0033997,DRUG,no
MRMTRP41,12401,F05,266.5,419.805,-0.058,F,5,41,BCC0075978,DRUG,no
MRMTRP43,12382,H18,266.5,361.523,-0.499,H,18,43,BCC0038507,DRUG,no
MRMTRP38,12335,H09,266.5,302.07,-0.948,H,9,38,BCC0080169,DRUG,no
MRMTRP1uM02,12385,G13,266.5,249.523,-1.346,G,13,2,Troleandomycin,DRUG,no
MRMTRP27,12320,F19,266.5,246.188,-1.371,F,19,27,BCC0108999,DRUG,no
MRMTRP39,12400,J07,266.5,126.664,-2.275,J,7,39,BCC0041006,DRUG,no
MRMTRP37,12334,D02,267,494.586,0.508,D,2,37,STS,EtBr,no
MRMTRP30,12327,E17,267,491.813,0.487,E,17,30,BCC0077973,DRUG,no
MRMTRP1uM04,12389,K05,267,453.008,0.193,K,5,4,Citalopram Hydrobromide,DRUG,no
MRMTRP30,12327,F18,267,441.617,0.107,F,18,30,BCC0047983,DRUG,no
MRMTRP31,12328,L09,267,428.484,0.008,L,9,31,BCC0064525,DRUG,no
MRMTRP30,12327,L18,267,427.93,0.004,L,18,30,BCC0049903,DRUG,no
MRMTRP19,12313,L18,267,410.961,-0.125,L,18,19,BCC0070306,DRUG,no
MRMTRP34,12331,E15,267,398.813,-0.217,E,15,34,BCC0114304,DRUG,no
MRMTRP27,12320,M04,267,389.938,-0.284,M,4,27,DMSO,EtBr,no
MRMTRP10uM02,12386,N14,267,364.367,-0.477,N,14,2,Clemastine fumarate,DRUG,no
MRMTRP28,12321,B02,267,246.227,-1.371,B,2,28,DMSO,EtBr,no
MRMTRP10,12300,H09,267,145.023,-2.136,H,9,10,BCC0114716,DRUG,no
MRMTRP20,12314,L11,267,98.406,-2.489,L,11,20,BCC0036701,DRUG,no
MRMTRP1uM04,12389,E08,267.5,573.93,1.108,E,8,4,Medrysone,DRUG,no
MRMTRP09,12299,H24,267.5,565.172,1.042,H,24,9,BCC0061948,DRUG,no
MRMTRP07,12297,D23,267.5,475.227,0.361,D,23,7,BCC0094159,DRUG,no
MRMTRP14,12397,K02,267.5,428.523,0.008,K,2,14,STS,EtBr,no
MRMTRP40,12336,L14,267.5,427.602,0.001,L,14,40,BCC0062043,DRUG,no
MRMTRP10uM05,12392,H19,267.5,423.586,-0.029,H,19,5,Anthralin,DRUG,no
MRMTRP16,12311,I02,267.5,412.617,-0.112,I,2,16,DMSO,EtBr,no
MRMTRP10uM02,12386,F11,267.5,405.188,-0.168,F,11,2,Aztreonam,DRUG,no
MRMTRP40,12336,J11,267.5,394.664,-0.248,J,11,40,BCC0006757,DRUG,no
MRMTRP25,12318,C02,267.5,330.43,-0.734,C,2,25,STS,EtBr,no
MRMTRP11,12301,C19,267.5,258.391,-1.279,C,19,11,BCC0053394,DRUG,no
MRMTRP36,12333,A04,267.5,246.914,-1.365,A,4,36,DMSO,EtBr,no
MRMTRP10uM04,12390,N05,267.5,148.031,-2.113,N,5,4,Raloxifene hydrochloride,DRUG,no
MRMTRP09,12299,O04,267.5,134.148,-2.218,O,4,9,PAC,EtBr,no
MRMTRP25,12318,A24,267.5,83.969,-2.598,A,24,25,BCC0085601,DRUG,no
MRMTRP16,12311,K22,268,575.82,1.122,K,22,16,BCC0062637,DRUG,no
MRMTRP1uM02,12385,K04,268,463.836,0.275,K,4,2,STS,EtBr,no
MRMTRP10uM05,12392,M19,268,431.32,0.029,M,19,5,Risperidone,DRUG,no
MRMTRP10,12300,K22,268,399.352,-0.213,K,22,10,BCC0033666,DRUG,no
MRMTRP06,12296,J20,268,381.852,-0.345,J,20,6,BCC0074802,DRUG,no
MRMTRP10uM02,12386,H08,268,379.43,-0.363,H,8,2,Cortisone,DRUG,no
MRMTRP1uM03,12387,E03,268,320.063,-0.812,E,3,3,DMSO,DMSO,no
MRMTRP40,12336,L06,268,285.07,-1.077,L,6,40,BCC0099144,DRUG,no
MRMTRP16,12311,O21,268,164.867,-1.986,O,21,16,BCC0037565,DRUG,no
MRMTRP43,12382,B02,268,122.414,-2.307,B,2,43,DMSO,EtBr,no
MRMTRP09,12299,G01,268.5,661.422,1.769,G,1,9,PAC,DMSO,no
MRMTRP38,12335,H02,268.5,535.844,0.82,H,2,38,PAC,EtBr,no
MRMTRP16,12311,F10,268.5,397.07,-0.23,F,10,16,BCC0006570,DRUG,no
MRMTRP28,12321,I04,268.5,383.141,-0.335,I,4,28,DMSO,EtBr,no
MRMTRP34,12331,F11,268.5,345.43,-0.62,F,11,34,BCC0045916,DRUG,no
MRMTRP11,12301,K15,268.5,344.75,-0.625,K,15,11,BCC0036524,DRUG,no
MRMTRP1uM01,12383,M04,268.5,323.516,-0.786,M,4,1,DMSO,EtBr,no
MRMTRP40,12336,L08,268.5,300.977,-0.957,L,8,40,BCC0038454,DRUG,no
MRMTRP12,12302,B18,268.5,269.391,-1.195,B,18,12,BCC0085661,DRUG,no
MRMTRP09,12299,F20,268.5,257.492,-1.285,F,20,9,BCC0063789,DRUG,no
MRMTRP1uM03,12387,A24,268.5,244.906,-1.381,A,24,3,Testosterone propionate,DRUG,no
MRMTRP28,12321,D21,268.5,242.531,-1.399,D,21,28,BCC0099448,DRUG,no
MRMTRP39,12400,J02,269,584.055,1.184,J,2,39,DMSO,EtBr,no
MRMTRP1uM04,12389,O12,269,576.984,1.131,O,12,4,Isocarboxazid,DRUG,no
MRMTRP37,12334,J20,269,538.203,0.838,J,20,37,BCC0076118,DRUG,no
MRMTRP38,12335,J22,269,470.125,0.323,J,22,38,BCC0031732,DRUG,no
MRMTRP10uM04,12390,L10,269,455.32,0.211,L,10,4,Flucytosine,DRUG,no
MRMTRP1uM01,12383,L20,269,450.438,0.174,L,20,1,Empty,DRUG,no
MRMTRP37,12334,F06,269,434.352,0.052,F,6,37,BCC0031354,DRUG,no
MRMTRP32,12329,N22,269,430.727,0.025,N,22,32,BCC0072406,DRUG,no
MRMTRP16,12311,D02,269,425.711,-0.013,D,2,16,STS,EtBr,no
MRMTRP23,12317,N04,269,409.672,-0.134,N,4,23,DMSO,EtBr,no
MRMTRP31,12328,F06,269,408.891,-0.14,F,6,31,BCC0049093,DRUG,no
MRMTRP27,12320,G22,269,315.195,-0.849,G,22,27,BCC0093575,DRUG,no
MRMTRP37,12334,J13,269,305.609,-0.921,J,13,37,BCC0037805,DRUG,no
MRMTRP27,12320,P08,269,119.484,-2.329,P,8,27,BCC0032089,DRUG,no
MRMTRP43,12382,C20,269,32.25,-2.989,C,20,43,BCC0036287,DRUG,no
MRMTRP20,12314,B15,269,-112.75,-4.086,B,15,20,BCC0046254,DRUG,no
MRMTRP24,12399,H23,269.5,500.961,0.556,H,23,24,BCC0071927,DRUG,no
MRMTRP38,12335,H05,269.5,420.219,-0.055,H,5,38,BCC0034266,DRUG,no
MRMTRP34,12331,E09,269.5,351.313,-0.576,E,9,34,BCC0113179,DRUG,no
MRMTRP23,12317,J12,269.5,328.016,-0.752,J,12,23,BCC0083787,DRUG,no
MRMTRP10uM05,12392,F08,269.5,319.898,-0.813,F,8,5,"1,8-Dihydroxyanthraquinone",DRUG,no
MRMTRP30,12327,P03,269.5,257.313,-1.287,P,3,30,PAC,DMSO,no
MRMTRP39,12400,H07,269.5,185.852,-1.827,H,7,39,BCC0076718,DRUG,no
MRMTRP20,12314,B24,269.5,14.469,-3.123,B,24,20,BCC0095835,DRUG,no
MRMTRP36,12333,O02,270,427.023,-0.003,O,2,36,PAC,EtBr,no
MRMTRP12,12302,G03,270,420.469,-0.053,G,3,12,PAC,DMSO,no
MRMTRP15,12304,E12,270,411.813,-0.118,E,12,15,BCC0093402,DRUG,no
MRMTRP06,12296,C22,270,410.594,-0.128,C,22,6,BCC0071257,DRUG,no
MRMTRP40,12336,F09,270,407.039,-0.154,F,9,40,BCC0047222,DRUG,no
MRMTRP10uM05,12392,D21,270,397.953,-0.223,D,21,5,Diclazuril,DRUG,no
MRMTRP17,12398,A20,270,317.578,-0.831,A,20,17,BCC0068605,DRUG,no
MRMTRP26,12319,L20,270,310.227,-0.887,L,20,26,BCC0032277,DRUG,no
MRMTRP42,12381,H03,270,269.781,-1.192,H,3,42,PAC,DMSO,no
